site;community;date;weekday;post_url;post_text
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547932;✨ В ночь на 30 сентября жители России наблюдали яркие полярные сияния, вызванные магнитной бурей, сообщает пресс-служба лаборатории солнечной астрономии Института космических исследований и Института солнечно-земной физики Российской академии наук.  Яркие переливы в небе наблюдали жители Мурманской, Архангельской, Ленинградской, Вологодской, Томской, Московской областей, а также в Карелии, Башкирии, Татарстане, Республике Марий Эл и других регионов.  Фото: Ольга Филатова, Кирилл Гагаркин / VK, starvisor. ru, marusy_ax, Эрика Раймундовна, notenameph / Telegram
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547931;Конкуренция за сотрудников подталкивает компании к формированию привлекательного бренда на рынке труда. Соискатели при этом становятся все более требовательными, например, к комфорту на рабочем месте.  Рассказываем, как компании привлекают и удерживают лучших кандидатов.  РБК Отрасли
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547930;Вдова режиссера Григория Чухрая Ирина скончалась на 106-м году жизни, сообщил «РИА Новости» ее зять продюсер Игорь Толстунов.  «Да, к сожалению, в пятницу 26 сентября. Прощание планируется в четверг в Москве», — сказал он.  Девичья фамилия Чухрай — Пенькова. Она родилась в 1921 году, а с Григорием Чухраем познакомилась во время Великой Отечественной войны, когда его часть дислоцировалась на Северном Кавказе.  9 мая 1944 года, за год до Победы, пара поженилась. Григорий Чухрай умер на 81-м году жизни после тяжелой болезни 29 октября 2001 года. Кинорежиссер снял фильмы «Сорок первый», «Баллада о солдате», «Чистое небо», «Трясина» и другие.
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547929;Бывший чиновник Чемезов — фигурант дела о мошенничестве с бюджетными субсидиями, выделенными уральской энергокомпании. Защита просила не отправлять его под арест из-за рака поджелудочной железы и по семейным обстоятельствам
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547927;Швейцарцы на референдуме одобрили идею перехода на цифровые паспорта (e-ID). Почему эта идея вызвала волну критики и как обстоят дела с цифровым контролем в других европейских странах, разбирался РБК
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547926;Новая методика расчета утилизационного сбора приведет к стремительному росту цен на мощные премиальные иномарки. Разбираемся, какие тут могут быть исключения  Читать: https://vk.cc/cPYdb6
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547925;Кипрские консульства в России сообщили, что не принимают заявки на визы до 3 октября. В АТОР добавили, что дипмиссии до 6 октября приостанавливают прием заявок от турагентств в связи с изменениями системы въезда и выезда в ЕС
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547923;Судно «Михаил Дудин», которое было замечено в перевозке ядерного топлива и отходов, сообщило о проблемах с двигателем и бросило якорь у берегов Швеции. Связь с ним поддерживают ВМС, хотя корабль не является военным
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547922;РБК Life предлагает прочесть небольшой отрывок из книги «Перекресток воронов», чтобы почувствовать атмосферу нового романа из культового цикла о ведьмаке  Читать: https://vk.cc/cPYD3s
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547920;Владимир Путин назвал Соединенные Штаты «самой горячей страной в мире», заявил американский лидер Дональд Трамп на встрече с генералами и адмиралами Вооруженных сил США.  Так, по утверждению Трампа, российский президент высказался на саммите на Аляске.  «У нас самая горячая страна в мире, даже близко такой нет. Путин сказал это мне. У нас была хорошая встреча на Аляске», — сказал он.  Фото: Andrew Harnik / Getty Images
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547919;Boeing хочет выпустить узкофюзеляжный лайнер на замену 737 MAX, эксплуатация которого была запрещена после двух авиакатастроф. По данным WSJ, корпорация ведет переговоры с Rolls-Royce, но разработка пока находится на ранней стадии
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547917;Химики создали умный гель-хрящ для лечения артрита    Биоинженеры и химики Кембриджского университета разработали мягкий материал, который фиксирует малейшие биохимические изменения в организме и точечно доставляет лекарства к очагу заболевания. Это может изменить методику медикаментозного лечения артрита — воспалительного заболевания, которое поражает суставы.    В воспаленных суставах уровень pH снижается по сравнению со здоровыми тканями, то есть повышается кислотность. Это изменение служит сигналом, побуждающим гель высвобождать лекарство. Поскольку реакция происходит только в определенном диапазоне pH, лечение может быть направлено на воспаленный участок, а это снижает вероятность нежелательных побочных эффектов.    По словам исследователей, технология обладает широким потенциалом: изменяя химический состав материала, ее можно адаптировать для лечения разных патологий. «Технология представляет собой универсальную платформу, которая позволяет создавать препараты с контролируемым сроком действия — от нескольких дней до нескольких месяцев», — объяснили ученые.    Исследователи уверены, что их подход способен положить начало целому поколению умных биоматериалов. Несмотря на то что клинические испытания пока впереди, технология может найти применение в лечении артрита и ряда других заболеваний, в том числе рака.    Еще больше интересных материалов читайте в группе [club187266365|«РБК Тренды»].    Фото: Shutterstock
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547916;Наследная принцесса Нидерландов Амалия стала первой женщиной королевской семьи, вступившей в ряды армии. Она начала проходить обучение по программе подготовки резервистов в рядах вооруженных сил королевства.   Принцессу Амалию зачислили на обучение в Королевский флот. Ей дали младшие воинские звания — матрос третьего класса и солдат третьего класса. Однако практическую часть обучения принцесса пройдет позже из-за перелома руки, который она получила, упав с лошади. Сейчас принцесса Амалия изучает теоретическую часть программы.   Фото: Ppe / Keystone Press Agency / Global Look Press
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547915;Источники FT связали часть увольнений с выгоранием и разочарованием в политике Маска, а также с его взглядами и отношениями с Трампом
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547913;
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547911;Задержанный в Польше по делу о диверсии на газопроводах «Северные потоки» гражданин Украины Владимир Ж. участвовал в погружениях к трубам, сообщила Генпрокуратура Германии.  «Владимир Ж. является обученным водолазом. Он входил в группу лиц, которая в сентябре 2022 года разместила взрывные устройства на газопроводах «Северный поток — 1» и «Северный поток — 2» вблизи острова Борнхольм. Подозреваемый участвовал в необходимых для этого погружениях», — сказано в сообщении.  Он был задержан по выданному Германией в июне прошлого года ордеру на арест недалеко от Варшавы, в городе Прушкув, 30 сентября. Ожидается, что фигурант будет экстрадирован в ФРГ. Адвокат украинца Тимотеуш Папроцкий заявил, что оснований для выдачи Ж. Берлину нет, защита не знает, принимал ли он участие в диверсии.  Фото: FotoDax / Shutterstock
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547910;Турция готова взять на себя больше ответственности в урегулировании конфликта на Украине, говорится в заявлении по итогам заседания турецкого Совета безопасности под председательством президента Реджепа Тайипа Эрдогана
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547907;
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547906;Суд Санкт-Петербурга принял к производству иск прокуратуры к бывшему депутату петербургского заксобрания Борису Вишневскому (внесен в реестр иноагентов) с требованием признать экстремистским материалом его книгу «Хроники возрожденного Арканара». Об этом сообщила руководитель объединенной пресс-службы судов Санкт-Петербурга Дарья Лебедева.  «Хроники возрожденного Арканара» — сборник статей Вишневского за 2008–2015 годы о политических событиях в Петербурге и России. Книга впервые была издана в 2015 году.  Фото: Замир Усманов / Global Look Press
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547902;Вашингтон должен начать переговоры о смене политики открытых дверей НАТО, чтобы альянс не расширялся, считают американские исследователи. Кроме того, по их мнению, США следует сократить воинский контингент в Европе
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547898;Часто защита границ оборачивается взаимными обвинениями в жесткости и нетерпимости. Почему так происходит и как наладить коммуникацию — рассказывает психолог Дарья Дувидзон  Читать: https://pro.rbc.ru/news/68cd4c659a794755438fb4b4?utm_source=vk&utm_medium=social&utm_campaign=rbc_pro&utm_content=68cd4c659a794755438fb4b4   #подписка_на_рбк
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547897;Министерство информации Белоруссии пополнило список книг, запрещенных к распространению на территории страны, включив в него еще 32 произведения. Теперь перечень включает 173 книги
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547896;Бывший чиновник Чемезов — фигурант дела о мошенничестве с бюджетными субсидиями, выделенными уральской энергокомпании. Защита просила не отправлять его под арест из-за рака поджелудочной железы и по семейным обстоятельствам
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547893;В России разрабатывается веб-приложение для оценки уровня духовно-нравственных ценностей студентов организаций высшего образования  Отмечается, что платформа позволит тестировать студентов вузов, интерпретировать полученные результаты и формировать рекомендации на их основе. Приложение будет собирать реестр ответов и предоставлять доступ к интерактивному дашборду (информационная панель), где ключевые показатели и результаты анализа будут отображаться в наглядной форме.  Оценка духовно-нравственных ценностей будет осуществляться по пяти показателям: образовательный, патриотический, этический, культурный, социально ориентированный. Также будет учитываться поведенческий коэффициент. В тестировании предусмотрены вопросы с вариантами ответов, а также вопросы открытые и закрытые. У администраторов будет возможность самостоятельно формировать тесты, методики и шкалы оценивания.  Фото: Matej Kastelic / Shuttherstock / FOTODOM  [https://vk.com/rbc_life|Подписаться на РБК Life]
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547890;Рассказываем, какие изменения ждут собственников и покупателей недвижимости в ближайший месяц  Читать: https://vk.cc/cPYBpu
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547887;Оперную певицу Марию Максакову-Игенбергс (внесена в России в реестр иноагентов) заочно приговорили в Москве к 4 годам и 6 месяцам колонии, сообщили в суде, передает «РИА Новости». Ее обвинили в призывах к деятельности против России и неисполнении обязанностей иноагента.  Фото: Комсомольская правда / Global Look Press
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547886;Сегодня в ЧЭЗ:    — Украинское урегулирование. Трамп вновь заявил о необходимости организовать встречу Владимира Путина и Владимира Зеленского.    — 20 пунктов на пути к миру: Дональд Трамп представил план, как завершить войну в Газе. Финальную версию он согласовал с Биньямином Нетаньяху во время встречи в Белом доме. Президент США заявил, что даст ХАМАС три или четыре дня, чтобы согласиться на перемирие. Что ответит группировка?    — Россия не смогла вернуть себе место в руководстве Международной организации гражданской авиации. Сумела ли Москва использовать последний шанс,, станет известно сегодня вечером.
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547884;Шведский предприниматель Дэниел Эк, который основал Spotify в 2006 году и с тех пор руководил компанией, объявил о своем решении уйти с поста генерального директора. В своем заявлении 42-летний Эк отметил, что провел на посту главы компании «20 лет, почти всю свою взрослую жизнь», и выразил готовность «перейти из игрока в тренера», пишет Forbes.  «Я чувствую, что сейчас настало их время, и я не хочу их сдерживать. Они более чем способны и более чем готовы взять это на себя. И во многих отношениях они, как тандем, гораздо лучше справляются с руководством этой компанией, чем я когда-либо»  Руководство компанией перейдет к дуэту топ-менеджеров, которых Эк готовил к этой роли в последние годы.  Фото: Andrew Burton / Getty Images
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547883;Кирилл Капризов подписал восьмилетний контракт с «Миннесотой» на сумму $136 млн ($17 млн в год)  Читать: https://vk.cc/cPYwtK
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547881;В следующем году администрация Дональда Трампа выделит на оборонные нужды более $1 трлн. Об этом сам президент США заявил, выступая перед генералами
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547879;Президент США Дональд Трамп выразил надежду на окончание конфликта на Украине и постучал по дереву. Так он сделал, выступая перед американскими генералами.  «Я думаю, в конце концов мы это сделаем, в теории. Я хочу постучать по дереву, потому что никогда не знаешь, [что выйдет]», — сказал он.  Конфликт он назвал самым худшим со времен Второй мировой войны. Также он указал, что США продают оружие НАТО, альянс платит за него по «полной, справедливой цене» и передает Украине, поэтому Вашингтон «не вовлечен» в боевые действия.  Фото: Kevin Lamarque / Reuters
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547877;Дональд Трамп вновь заявил, что «разочарован» Владимиром Путиным, поскольку надеялся, что российский лидер разрешит конфликт на Украине.  «Я так разочарован президентом Путиным. Я думал, он покончит с этим делом. Он должен был покончить с этой войной за неделю. <...> И я сказал ему: «Знаете, вы не выглядите хорошо. Вы четвертый год сражаетесь в войне, которая должна была закончиться за неделю. Вы — бумажный тигр?» — сказал президент США.
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547875;Посла Южно-Африканской Республики во Франции Нкосинати Эммануэля Мтетву нашли мертвым в Париже, пишет Reuters со ссылкой на французскую прокуратуру. Его тело нашли под окнами четырехзвездочного отеля Hyatt Regency Paris Étoile в районе Порт-Майо. Дипломату было 58 лет.  Мтетва числился пропавшим без вести с 28 сентября, когда его жена получила «тревожное сообщение» и обратилась в правоохранительные органы. Последний сигнал с его телефона был зафиксирован в районе Булонского леса, после чего началась поисковая операция. Его тело было обнаружено на следующий день возле отеля.  Как отмечает Le Parisien, дипломат мог совершить суицид. В его номере на 22-м этаже было сломано защитное стекло на окне.  Французские власти начали расследование. Посольство ЮАР в Париже пока никак не прокомментировало случившееся.  Фото: Правительство Южной Африки
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547874;Австрия объявила персоной нон-грата российского дипломата, с которым встречался топ-менеджер нефтегазовой компании OMV, подозреваемый в шпионаже, сообщает Kurier.  В пресс-службе австрийского МИДа заявили агентству APA, что российский дипломат покинул страну. По данным Kurier, российское посольство отказалось снять дипломатический иммунитет со своего сотрудника и тем самым разрешить расследование в отношении него.   Фото: Volker Preusser / IMAGO / Global Look Press
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547872;Шадаев отметил, что многие годы власти расширяли объемы поддержки IT-отрасли — пока была такая возможность. Но в условиях «существующих бюджетных ограничений» решено повысить тарифы на страховые взносы для IT-компаний до 15%
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547870;Визовые центры Чехии в России закрылись, согласно данным на сайте VFS Global.  26 сентября компания сообщила о последнем дне приема заявлений в региональных центрах. В уведомлении говорилось, что в Москве последним днем приема заявок будет 29 сентября.  «После этой даты для подачи заявлений о выдаче чешских шенгенских виз следует обращаться напрямую в Консульский отдел Посольства Чешской Республики в Москве», — сказано в сообщении.
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547868;Европейские союзники Украины хотят создать бесполетную зону не только над западной частью страны, но и растянуть ее до Киева. С такой инициативой выступает группа высокопоставленных западных политиков и военных, сказано в статье, пишет The Telegraph.  «Развернуть систему противовоздушной обороны над западной Украиной с возможностью в конечном счете расширить этот щит — фактическую зону запрета полетов — над самим Киевом», — пересказала их предложение газета.  Европейские страны должны принять, что им придется действовать в вопросе украинского конфликта с минимальной американской помощью, пишет Telegraph.   Фото: Kay Nietfeld / dpa / Global Look Press
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547865;Дональд Трамп заявил, что США на 25 лет опережают Россию и Китай по подводным лодкам. Об этом он сказал в обращении к американским генералам и адмиралам в Вирджинии.  «Россия на втором месте, Китай на третьем, но они догоняют — через пять лет они будут наравне — они догоняют»  Фото: Kevin Lamarque/Reuters
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547864;Министерство войны США (Пентагон) будет заниматься только подготовкой к военным действиям и вести их, заявил глава ведомства Пит Хегсет.  «Единственной миссией восстановленного министерства войны является война — ведение боевых действий, подготовка к войне и подготовка к победе, неустанная и бескомпромиссная».  Фото: Daniel Becerril / Reuters
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547861;Уроженец Мелитополя по заданию украинской стороны собирался отравить более 70 выпускников училища летчиков в Армавире, привезя им на праздник отравленные алкоголь и торт. Преступление не удалось. Сначала фигуранту дали срок 27 лет
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547860;Умер актер Геннадий Нилов, сообщает Союз кинематографистов России, членом которого он был. Нилов ушел из жизни 29 сентября, за два дня до 89-го дня рождения (1 октября).  Актер наиболее известен по роли Степана Сундукова в комедии Генриха Оганесяна «Три плюс два» (1963), где он снялся вместе с Андреем Мироновым, Евгением Жариковым, Натальей Фадеевой и Натальей Кустинской.  Фото: Союз кинематографистов РФ / Telegram
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547859;Как цифровизация повышает эффективность строительных проектов в труднодоступных российских регионах, рассказал операционный директор компании «Межрегионстрой» Леонид Езерский.  РБК Отрасли
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547856;США необходимо быстро укреплять свой военный потенциал, поскольку страна должна быть готова к войне ради «защиты мира», пацифизм опасен, заявил глава Пентагона Пит Хегсет в обращении к американским генералам и адмиралам на базе морской пехоты в Вирджинии.  «Единственной миссией восстановленного министерства войны является война — ведение боевых действий, подготовка к войне и подготовка к победе, неустанная и бескомпромиссная. <...> Если мы хотим предотвратить и избежать войны, мы должны подготовиться сейчас. Время настало, и дело не терпит отлагательств»  Фото: Andrew Harnik / Reuters
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547853;Суд на 2 месяца арестовал экс-замгубернатора Краснодарского края Александра Власова, который [https://vk.com/wall-25232578_18547760|обвиняется] в крупном хищении гуманитарной помощи для военной операции. Об этом сообщает объединенная пресс-служба судов региона.
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547850;Минэкономразвития улучшил прогноз по курсу рубля, ожидая его ослабления до 100 руб. за доллар только в 2028 году. Эксперты соглашаются, что факторов в пользу крепкого рубля сейчас достаточно. Однако нацвалюта может ослабнуть раньше прогноза, отмечают они  Читать: https://pro.rbc.ru/news/68d6b8949a79470e5ace81c7?utm_source=vk&utm_medium=social&utm_campaign=rbc_pro&utm_content=68d6b8949a79470e5ace81c7   #подписка_на_рбк
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547847;Глава Пентагона Пит Хегсет приказал собрать высшее военное руководство США на военной базе в Вирджинии. Сочетание внезапности и масштаба мероприятия породили опасения — о безопасности, целесообразности и объеме затрат
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547844;Правительство Чехии запретило въезд в страну обладателям российских дипломатических и служебных паспортов, не имеющим национальной аккредитации в республике, сообщил министр иностранных дел Ян Липавский. По его словам, данная мера действует в международных аэропортах.  «Мы подаем пример другим странам, и я продолжу настаивать на самых жестких мерах на шенгенском уровне», — подчеркнул глава МИД.
vk.com;rbc;2025-09-30;вторник;https://vk.com/wall-25232578_18547841;У берегов турецкой провинции Трабзон обнаружили безэкипажный катер неизвестного происхождения, сообщает Haberler.  Судно заметили рыбаки, которые ночью вышли в море. Они отбуксировали его в порт Йороз и уведомили береговую охрану. По словам одного из рыбаков Халила Ибрагима Бозока, позднее выяснилось, что на борту катера было 300 кг взрывчатки, передает CNN Turk.  Власти провинции Трабзон заявили, что в сети рыбаков попал катер «предположительно, иностранного происхождения», приняты все необходимые меры безопасности. Как пишет Haberler, есть подозрение, что аппарат может принадлежать Украине: находка напоминает морские дроны-камикадзе Wasp и Snapper, предоставленные Великобританией для укрепления обороноспособности Украины в Черном море.
